Route ID,Start Latitude,Start Longitude,End Latitude,End Longitude,Usage Count,Distance,Travel Time,Speed,Road Condition,Congestion Level
1,25.458183385048514,-118.88515815181398,25.64329851729847,-79.99247085616499,6197,2521.3533596746297,37.79331346563749,66.71427108308721,Fair,Medium
2,45.44684981356136,-124.93616737925439,45.217501116827364,-80.30169596510208,1694,2624.507408366356,29.14316139043369,90.05568658820441,Fair,High
3,46.60327121594497,-101.48836762482443,29.948335676238152,-72.77049936477613,7783,2057.8673652978023,34.419764807476014,59.78737439980505,Good,High
4,28.21479228965735,-77.16397528728349,35.89599373194887,-106.6215705354118,8731,195.12315893030174,40.48140351344717,4.820069019234609,Good,Medium
5,45.10631565403524,-74.15423476077567,27.644690409657933,-121.91109893243721,3912,604.7863199614447,21.02177642039652,28.76951537619089,Good,High
6,29.364446790113526,-120.27570779094957,33.51207245972514,-76.17827713644488,7102,379.5595738497374,45.484460543692755,8.344818632841193,Poor,Medium
7,48.44558242805892,-100.74268824565749,36.726699239089214,-89.95739614652737,3374,1758.7378732447748,43.21262560985335,40.699629990632815,Fair,High
8,48.96310289439728,-111.1306751096955,47.800408501809954,-99.20987894206819,8127,1134.350291378837,34.89116677301642,32.51110227291404,Poor,Medium
9,42.64554819518794,-106.51846984028388,27.08177390010603,-75.76770779685333,2815,350.3008996826968,3.975772596048759,88.10888732188462,Good,Medium
10,27.490068694549112,-83.3194062010163,48.35441784854707,-105.49357843849604,5085,2910.4410521122486,26.82074773026021,108.51453812484787,Fair,Medium
11,44.43371239391185,-77.62772905150106,35.35895220940986,-90.07089011326832,596,2339.6179645537113,9.566165110300306,244.5721914243925,Poor,Low
12,39.25281345573675,-76.0082047102681,48.034321409842235,-117.63608305534778,115,506.87418033908904,41.11562480671236,12.32801842905082,Poor,Medium
13,47.444308686956404,-106.17089726446557,29.996268448199473,-108.42635918888473,9033,1319.988343937063,26.89600937679939,49.07747931838879,Poor,High
14,28.083975601126774,-117.59694183320435,39.21345814699944,-110.20813913132004,891,2356.1764281506853,12.161173211325718,193.74581606619788,Fair,High
15,49.220572059115675,-84.2482864453633,48.51335305673204,-86.37101658312982,3455,1717.2987503926402,15.871740239098427,108.19851664168799,Good,High
16,42.29757991277094,-111.86584342578604,26.00217014092542,-82.49060462082343,5946,2682.2062459702665,18.013322755710753,148.9012483896081,Fair,High
17,32.934056222536015,-79.1077871648283,44.62573104688403,-69.74605254558722,9155,2521.372701905943,20.09375592989482,125.48040847628336,Poor,Medium
18,40.627525082248184,-86.84350020274678,47.02949301424508,-114.81995036171399,6506,1172.3005728738774,14.969551148959024,78.31233957575266,Poor,Medium
19,27.81911772512324,-101.43553143454533,45.603898557072405,-118.3213017912489,3506,2475.3586189699513,43.70850005518829,56.63334627920093,Good,High
20,24.774684304687476,-108.94138175735273,40.34725819690142,-88.25467814357013,5130,191.2076778128307,39.80927069075577,4.803094216373866,Good,High
21,25.973327709721296,-113.40964281633154,45.50779714721309,-95.91180967983274,1641,1376.8554519588347,19.53172251904883,70.49329369777908,Poor,Medium
22,34.90315841304431,-115.3755669796284,27.538018813114476,-110.6715004432546,6847,2038.7731930555553,46.108476265333,44.21688501097621,Fair,High
23,27.631652940010547,-113.23644137686959,48.71494384008528,-83.976831080842,5262,296.8989175682568,37.54932483677541,7.906904288129228,Good,Low
24,37.593600985535446,-82.94805920186306,31.501031074426997,-81.16344685386056,168,1908.4199738886587,36.49488303671382,52.292809706193324,Fair,Medium
25,47.760470644376824,-81.31703501959026,27.05406616659682,-106.33866712565907,912,98.82897281459074,10.678202414822847,9.255206913609562,Fair,Low
26,28.12797300669259,-78.31196346368833,41.60228083253669,-79.87198769606215,8442,1912.7823010786417,24.44651480941433,78.24355806914575,Good,Low
27,30.778245856686734,-67.95259757964675,39.059640563592765,-92.38306293163843,1325,1591.3003942298637,25.860239429760913,61.53463499640057,Poor,Medium
28,29.987778675430164,-112.49876307085411,46.95618971740133,-82.51346789878419,6371,223.6940826869221,17.04905466475495,13.120615018576883,Poor,High
29,46.1241889905409,-109.38464831990964,34.013005494636275,-99.58825558294973,2511,1247.3058086248907,10.413242596524288,119.78073083990323,Good,Low
30,33.37169684933509,-109.02796404352172,41.24003662976624,-92.24060553737189,9638,195.5439457826883,10.578571546860795,18.48491026566968,Fair,Medium
31,34.97635104052185,-99.32979859199818,42.57668614856058,-68.14899944456144,336,204.63823656926266,45.43678471530239,4.503801002898512,Fair,Low
32,37.48124543288593,-120.42738414427954,26.08282313096674,-85.24692912141764,9661,467.3778750476294,4.311536433802399,108.4016990749265,Fair,Low
33,42.90070814673996,-118.9681617246355,46.244355773530444,-108.3944065446469,378,454.10731664244827,43.24603222606326,10.500554461705498,Good,High
34,46.3272369376584,-80.98854552691704,25.67787385584995,-115.90515196886913,9384,103.99074379747933,2.4739878554944896,42.03365168770973,Good,Low
35,27.84428413308544,-75.1090297826484,36.44621601723905,-89.30029136823984,3440,1113.5322731545798,10.26797370999812,108.44712935623436,Good,Low
36,31.109641289382612,-86.85720203728152,41.30794653271402,-96.63291918694048,5922,1529.5456746402556,37.612484727211175,40.665903508727475,Fair,Low
37,31.492148054951773,-109.37604911109264,35.21323727641034,-75.18300903143316,4726,965.3829393496991,33.67860078544887,28.664579787614013,Poor,Low
38,47.885755118131,-72.13765000555753,39.681380192320816,-72.67491316725726,3119,944.3589153722656,7.672059644237417,123.09066393684593,Good,Medium
39,49.251467097360106,-108.16945171321241,34.239010730279254,-100.63068932870668,9095,2517.550695687686,6.410801566281261,392.70451123135473,Poor,Low
40,44.53997358220921,-77.31823344286184,46.64859844691578,-67.87693717359853,4603,1985.1325414324879,12.862051417175257,154.34027411689974,Poor,Low
41,24.507580383924946,-69.50814338432104,32.1941075205186,-118.46010811111294,1366,2935.0942587823256,46.43523888885261,63.20833765511075,Fair,Medium
42,41.39356775380784,-109.35155158442807,30.05653805741831,-90.48025469960012,1362,179.51036652120288,9.386958032757422,19.12338010831307,Poor,Medium
43,35.30707853506226,-86.16065880963278,37.381774506831185,-89.07145360707933,4283,1675.0498424325322,45.593241835864326,36.73899409177157,Fair,Low
44,30.48255773997649,-112.84275655976045,45.74618459381523,-76.96040848892997,7357,1072.540906818549,28.187051617083853,38.05083700802869,Good,High
45,39.8964123274053,-122.36826124261924,33.52633556908208,-85.98905472552451,3327,702.8640958721201,22.982345700513786,30.582783195033354,Poor,Medium
46,24.892094990456222,-113.02882385844342,42.58507096510269,-71.461427777115,1463,1491.389180090975,37.723803800840365,39.53443263475333,Good,Medium
47,32.29585485978789,-73.00394917169163,25.98054268712604,-101.27871718338702,1709,577.0703778344782,1.420205615722551,406.32875370013585,Poor,High
48,26.339499111909383,-123.62299422906074,48.413069211396774,-124.35966422464142,1379,2082.61219258487,1.6561163743778695,1257.5276863422212,Poor,High
49,40.70119815721051,-119.87270900807873,31.7251115904515,-94.21349816633625,9790,2998.416027169571,7.153035562618462,419.1809198935342,Good,Medium
50,36.29134165439193,-106.30578826559235,36.51078137207374,-72.84293898800854,7903,974.8666803260725,26.22218981707938,37.17716510812188,Fair,High
51,37.366247251464394,-98.87006088412913,29.957843457332455,-73.69117242577492,5422,1983.588368542634,25.350617883768056,78.24615469482191,Poor,High
52,45.12458499547106,-106.11735624427818,45.60851376505573,-112.33401343477236,2777,1585.587597871949,7.404416890640359,214.14077857720702,Good,Low
53,49.12856362287132,-98.93058592040367,36.454274084497314,-109.8192430903475,8125,2654.7605201045058,40.386284511689496,65.73421031925098,Poor,Low
54,26.31376786190902,-118.83928312950215,26.48516473619776,-86.00008751215975,4718,138.80662308231175,44.47526177013608,3.1209849601271284,Good,Medium
55,26.288741140136487,-123.79408083407384,30.814270260098922,-88.77146883391231,1586,1369.7279739223827,25.701288663572072,53.29413601987116,Poor,Low
56,41.94302956582467,-115.79349411044282,28.10323715998105,-78.76288854751505,2791,2318.693553652102,13.31747496852326,174.10909794330297,Poor,Medium
57,41.547097427438054,-119.63215194569091,43.99200895306933,-122.70120443942216,4482,1217.3287415185787,17.20341936039854,70.760859571953,Good,Low
58,46.957918113221496,-109.25998741848662,26.735440456707693,-111.08517766458634,2964,615.5091816877631,12.929163092398364,47.606266336732084,Good,Low
59,25.849981227645536,-73.64118289994548,47.309192533035116,-116.99273697364366,8731,2820.2405515695186,29.359126978886042,96.06009584677798,Fair,Medium
60,41.87063597735196,-74.65906538201405,47.92393679660421,-72.74039676290946,1623,1996.4981800575208,36.88719914155929,54.124417860941584,Fair,High
61,34.56473630199861,-92.67789141230821,26.654233578797783,-73.93235932117858,7302,1491.2396565163572,41.658150491633414,35.79706825476701,Good,Medium
62,26.041848963897316,-116.85927230918088,41.356552091858674,-123.0412050684438,6184,2264.7305455375454,2.206440757861235,1026.4180161958268,Fair,Medium
63,46.02999141892427,-122.44790160276733,27.96634506771125,-72.58308194153524,7936,606.9071411199924,20.336848986592173,29.842732348561892,Good,Medium
64,28.032994042598602,-76.21566798314923,46.470849680216105,-90.89234457527144,594,1433.7606007817028,36.55575948330995,39.221195812832356,Fair,High
65,35.10506311886408,-103.31728388852157,48.49340960688775,-68.8773468910337,4844,799.6633772428557,31.78951255080255,25.154943032389077,Good,Low
66,37.58250628769055,-124.23593527437683,41.88829833228181,-99.73302783355072,5569,2859.7542800942742,6.827574091948706,418.8536428285104,Good,Low
67,35.28232342023301,-97.70049820821549,46.80222396058194,-96.62524978901706,6420,1431.9829039072238,26.7443225149871,53.54343536295462,Fair,Low
68,40.31334169125151,-70.42522187727556,46.845517380540635,-107.20458605267534,5200,1187.4264093283934,22.134911531007894,53.64495844787887,Poor,Medium
69,26.99647530631246,-75.7041011362018,28.437104434320936,-92.75159749229995,2507,181.5472584757151,22.186560041865658,8.18275830652154,Fair,High
70,41.841293932816995,-86.40000919745103,33.639340256999866,-106.38250251935797,1442,925.1188432232825,36.63084523119891,25.255186916499216,Poor,Low
71,45.12994435451034,-116.79163733851463,44.41925152522823,-93.33027490051698,7462,1375.8145661541344,40.129515790654324,34.2843550201656,Good,Low
72,30.853919518520417,-98.48868933276637,29.31310452718515,-73.5909961227265,6702,487.09648075618276,17.031643459166506,28.599499626915055,Poor,Medium
73,45.66439954679778,-117.15765963183378,47.9005702136261,-90.92246917004304,7354,693.5015211126833,45.15701215791801,15.357559944122256,Poor,Low
74,32.579549979235836,-80.44592477684955,44.867459450886216,-121.28079722343524,5682,2053.5867802266575,25.65061930597201,80.05992977130727,Good,Medium
75,42.859705008785966,-67.61535861178396,32.86389968111307,-71.83034609261026,9336,2169.010161183164,40.728072031432674,53.255900733754075,Poor,High
76,32.21588928688747,-68.65753880606897,35.40130465701129,-111.35314634300777,3626,945.2410284085147,8.362772039240081,113.02962988506955,Fair,High
77,41.09618479360666,-123.06629190045012,26.591538864100404,-67.08827133067092,8343,1520.907317843828,45.791185673481955,33.21397547311376,Fair,Low
78,36.18174827314398,-98.48557702458463,38.222063380890404,-124.63819258843886,6546,1983.8610419492236,31.350894630662843,63.27924817842046,Poor,Low
79,49.022568350898254,-118.24392581089808,49.3039946557761,-117.81680536789037,8939,1844.9513724300523,39.01469501967949,47.28862731079754,Poor,Low
80,33.20463712747869,-104.10172050243034,39.80839569472053,-122.45264298620135,9788,281.9890439399744,5.006899824523197,56.32008904169118,Poor,Medium
81,39.30745653537156,-71.1508525606339,40.24306652061878,-101.8329883232454,1473,1012.9758646371737,35.72781349141173,28.352584881262697,Good,Low
82,40.84272209058882,-120.40275572410773,32.171435381051516,-67.8188999699724,9065,930.7184817321146,20.78669614636768,44.77471913663156,Fair,Medium
83,43.310204992982044,-117.31841160825041,42.47512911115877,-91.07600685791817,9993,1426.6631407640357,31.332392067828565,45.53317019892979,Fair,High
84,29.155655477570726,-108.44513388107632,44.35859660294244,-121.49134821257621,1690,2431.5420086567474,36.47221515845919,66.66833912041088,Fair,Medium
85,34.547253995673515,-101.65236274153067,29.59355754331615,-79.05310140007435,7412,1287.675084101269,38.429204237789385,33.50772178714627,Good,Low
86,34.46720803160344,-123.5882826651432,30.12701262161331,-98.0088908154125,1730,1752.3310505562386,12.452083161521552,140.72593539779385,Fair,High
87,39.027370038496265,-78.75732933847581,44.665861111434985,-88.04907970551172,2211,433.7897925402938,8.023443913061065,54.06528633348375,Good,Low
88,48.02529230373037,-68.1032440927143,29.164380117496904,-118.09654574386596,4996,2972.595075095721,41.623278908740566,71.41664840036182,Good,High
89,26.43104791403125,-85.39373047544385,24.564368653299834,-103.78689201919718,1893,274.15444867716394,14.560255836134314,18.828958210802345,Good,Low
90,39.88325992631672,-114.54436726773972,40.81026971753634,-91.85309133135767,2457,2085.939017131591,28.042529297449025,74.3848386501051,Poor,Low
91,39.665929154363624,-67.60697721340645,42.499191428426926,-110.32319926697792,5375,459.35544968160553,20.71548407319932,22.174497494649287,Good,Medium
92,44.57844739220153,-76.17199634938169,46.12836664366121,-68.55172638299051,8058,2030.764881038656,33.34930248740798,60.893773769494324,Fair,Low
93,46.530623772719835,-96.91049744879427,27.4921459290293,-104.47775433761706,9049,716.6121332458295,41.4202126733566,17.301024958444685,Poor,Medium
94,34.7860167920116,-79.82690511250306,47.48472008625896,-113.78012612982262,1166,2872.519816349913,46.398455106864596,61.90981595688791,Good,Low
95,38.256129165174585,-69.26837458317704,36.75863962215875,-95.7350970362769,3309,698.3158833688751,8.04636811316287,86.78646981443914,Fair,Low
96,37.969156199884466,-113.77570902728046,35.85728125258481,-114.49866839214906,6616,716.6577889319221,37.64370192588671,19.037920084025878,Good,Low
97,39.9812693781625,-73.73167947981307,44.84235353218136,-121.7371321444917,496,2647.81994976887,24.723803757764525,107.09597826092276,Fair,High
98,44.9571835800828,-68.62575078079587,45.77160241372857,-109.25944852456036,6960,2340.2416658927323,44.07173181969812,53.10074211439877,Fair,Low
99,47.764754900847365,-89.68956047084137,37.218499452111956,-112.66976458587197,1355,1083.1279712660921,39.47286670049594,27.439810224183276,Fair,Low
100,30.524048400980526,-115.28237658376152,29.675927588647045,-117.12625551113037,1134,2677.9438645847995,16.86139543671228,158.82101067116415,Fair,High
101,29.0681270058081,-95.15903388217961,46.835510548838016,-113.12009951842894,8194,1119.0395467773849,43.17845544614224,25.916618258223618,Fair,High
102,39.89250637223617,-77.85934568070824,42.469694437932354,-69.62922363089422,9778,525.4077678349661,13.850956767917642,37.9329584691178,Fair,Low
103,47.034339339658935,-105.82398885721312,46.60747418747847,-117.02856235339011,8278,320.4674626282763,33.8367009049359,9.471002020221432,Good,Low
104,32.55512266935108,-67.38074382501979,24.6774062865319,-122.5563228161347,9144,2728.22250742402,29.28339817364217,93.16618553784097,Fair,High
